,mean,sd,hdi_3%,hdi_97%,mcse_mean,mcse_sd,ess_bulk,ess_tail,r_hat
sigma[632],1.667,0.042,1.592,1.746,0.002,0.001,648.0,1195.0,1.0
sigma[633],2.776,0.094,2.61,2.958,0.003,0.002,718.0,798.0,1.0
sigma[634],0.81,0.031,0.754,0.871,0.001,0.001,585.0,928.0,1.0
sigma[635],1.193,0.034,1.129,1.254,0.001,0.001,586.0,1109.0,1.0
sigma[636],0.909,0.032,0.853,0.972,0.001,0.001,577.0,928.0,1.0
sigma[637],1.001,0.032,0.943,1.063,0.001,0.001,563.0,998.0,1.0
sigma[638],2.167,0.061,2.057,2.283,0.002,0.001,699.0,1286.0,1.0
sigma[639],1.461,0.037,1.388,1.526,0.001,0.001,636.0,1288.0,1.0
sigma[640],0.741,0.031,0.689,0.805,0.001,0.001,590.0,944.0,1.0
sigma[641],3.387,0.135,3.137,3.636,0.005,0.003,703.0,772.0,1.0
sigma[642],2.359,0.07,2.228,2.487,0.003,0.001,704.0,1126.0,1.0
sigma[643],0.617,0.029,0.565,0.675,0.001,0.001,609.0,954.0,1.0
sigma[644],1.416,0.037,1.348,1.482,0.001,0.001,625.0,1207.0,1.0
sigma[645],3.073,0.113,2.864,3.284,0.004,0.002,708.0,821.0,1.0
sigma[646],2.141,0.059,2.023,2.244,0.002,0.001,699.0,1268.0,1.0
sigma[647],1.317,0.035,1.253,1.382,0.001,0.001,612.0,1085.0,1.0
sigma[648],1.115,0.033,1.058,1.18,0.001,0.001,569.0,995.0,1.0
sigma[649],1.73,0.044,1.654,1.813,0.002,0.001,652.0,1317.0,1.0
sigma[650],0.67,0.03,0.617,0.73,0.001,0.001,597.0,962.0,1.0
sigma[651],2.227,0.063,2.116,2.352,0.002,0.001,699.0,1268.0,1.0
sigma[652],2.186,0.061,2.079,2.308,0.002,0.001,702.0,1252.0,1.0
sigma[653],2.232,0.064,2.12,2.357,0.002,0.001,699.0,1268.0,1.0
sigma[654],4.184,0.196,3.823,4.544,0.007,0.004,694.0,922.0,1.0
sigma[655],1.709,0.043,1.634,1.792,0.002,0.001,651.0,1296.0,1.0
sigma[656],0.947,0.032,0.89,1.009,0.001,0.001,574.0,965.0,1.0
sigma[657],3.07,0.113,2.869,3.289,0.004,0.002,708.0,821.0,1.0
